,Pokemon1,Pokemon2,HP1,Attack1,Defense1,Sp.Atk1,Sp.Def1,Speed1,HP2,Attack2,Defense2,Sp.Atk2,Sp.Def2,Speed2,Winner,Winner_Encode
4274,363,770,50,85,40,85,40,35,123,77,72,99,92,58,770,1
4275,404,374,55,84,105,114,75,52,43,80,65,50,35,35,404,0
4276,136,666,65,95,57,100,85,93,85,115,80,105,80,50,136,0
4277,586,738,85,135,130,60,80,25,44,38,39,61,79,42,586,0
4278,233,757,80,185,115,40,105,75,53,54,53,37,46,45,233,0
4279,421,602,80,130,100,160,120,110,55,63,90,50,80,42,421,0
4280,53,498,60,95,80,60,80,30,70,110,70,115,70,90,498,1
4281,314,215,150,160,100,95,65,100,95,75,80,100,110,30,314,0
4282,43,263,38,41,40,50,65,65,90,85,75,115,100,115,263,1
4283,610,544,70,60,75,110,75,90,110,160,110,80,110,100,544,1
4284,779,679,43,70,48,50,60,38,80,70,40,100,60,145,679,1
4285,275,174,70,85,65,105,85,120,65,80,80,59,63,58,275,0
4286,440,647,64,66,68,81,76,50,60,60,50,40,50,75,647,1
4287,668,438,75,75,75,125,95,40,76,104,71,104,71,108,438,1
4288,136,767,65,95,57,100,85,93,58,89,77,45,45,48,136,0
4289,508,230,69,69,76,69,86,91,70,150,140,65,100,75,508,0
4290,557,373,75,75,95,75,95,113,110,78,73,76,71,60,557,0
4291,557,63,75,75,95,75,95,113,65,105,60,60,70,95,557,0
4292,380,569,45,95,50,40,50,75,41,50,37,50,37,66,380,0
4293,448,50,77,85,51,55,51,65,60,65,70,85,75,40,448,0
4294,292,255,50,35,55,25,25,15,55,20,35,20,45,75,292,0
4295,571,116,50,53,48,53,48,64,50,105,79,35,110,76,116,1
4296,491,143,50,92,108,92,108,35,130,85,80,85,95,60,143,1
4297,607,334,40,27,60,37,50,66,70,140,230,60,80,50,334,1
4298,356,372,70,85,140,85,70,20,50,48,43,46,41,60,372,1
4299,547,642,120,70,120,75,130,85,62,44,50,44,50,55,547,0
4300,219,756,70,80,65,90,65,85,82,80,86,85,75,72,219,0
4301,416,324,80,50,100,100,200,50,30,45,135,45,90,30,416,0
4302,420,117,80,90,80,130,110,110,90,55,75,60,75,30,420,0
4303,440,321,64,66,68,81,76,50,72,60,30,20,30,25,440,0
4304,633,712,60,105,60,120,60,105,125,170,100,120,90,95,633,0
4305,795,425,108,100,121,81,95,95,100,180,160,150,90,90,795,0
4306,282,491,70,85,70,60,70,50,50,92,108,92,108,35,282,0
4307,381,648,75,125,100,70,80,45,80,100,70,60,70,95,381,0
4308,587,154,55,45,43,55,43,72,80,105,65,60,75,130,154,1
4309,763,35,50,53,62,58,63,44,55,47,52,40,40,41,763,0
4310,602,299,55,63,90,50,80,42,90,100,60,90,60,80,299,1
4311,407,324,45,75,60,40,30,50,30,45,135,45,90,30,407,0
4312,538,450,75,75,130,75,130,95,60,85,49,60,49,60,538,0
4313,544,110,110,160,110,80,110,100,60,50,70,80,80,140,110,1
4314,598,197,105,95,75,85,75,74,90,95,105,165,110,45,598,0
4315,658,14,70,77,60,97,60,108,45,30,35,20,20,45,658,0
4316,724,270,75,69,72,114,100,104,106,90,130,90,154,110,270,1
4317,603,71,75,103,80,70,80,92,55,50,45,135,95,120,71,1
4318,436,401,44,58,44,58,44,61,110,80,90,95,90,65,401,1
4319,499,761,70,145,88,140,70,112,50,60,60,60,60,30,499,0
4320,422,441,100,100,90,150,140,90,84,86,88,111,101,60,422,0
4321,186,602,125,58,58,76,76,67,55,63,90,50,80,42,186,0
4322,690,641,100,123,75,57,75,80,110,65,75,125,85,30,690,0
4323,217,413,48,72,48,72,48,48,80,135,130,95,90,70,413,1
4324,163,207,106,110,90,154,90,130,30,30,30,30,30,30,163,0
4325,791,512,40,30,35,45,40,55,90,132,105,132,105,30,512,1
4326,106,421,85,73,70,73,115,67,80,130,100,160,120,110,421,1
4327,351,312,130,70,35,70,35,60,60,60,60,35,35,30,351,0
4328,600,213,75,125,75,30,75,85,95,65,110,60,130,65,600,0
4329,3,786,80,82,83,100,100,80,55,85,122,58,75,99,786,1
4330,560,142,110,123,65,100,65,65,95,155,109,70,130,81,142,1
4331,437,162,64,78,52,78,52,81,91,134,95,100,100,80,437,0
4332,549,526,100,100,100,100,100,100,85,80,70,135,75,90,549,0
4333,389,598,20,40,90,30,90,25,105,95,75,85,75,74,598,1
4334,213,303,95,65,110,60,130,65,60,50,100,85,70,65,303,1
4335,177,729,85,76,64,45,55,90,85,56,77,50,77,78,177,0
4336,96,595,80,80,50,40,50,25,105,140,95,55,65,45,595,1
4337,645,413,51,65,65,80,75,59,80,135,130,95,90,70,413,1
4338,761,421,50,60,60,60,60,30,80,130,100,160,120,110,421,1
4339,546,411,150,120,100,120,100,90,40,55,80,35,60,30,546,0
4340,577,21,76,25,45,67,55,24,40,45,40,35,35,56,21,1
4341,502,731,40,50,90,30,55,65,62,73,55,56,52,84,731,1
4342,243,374,75,105,75,105,75,45,43,80,65,50,35,35,243,0
4343,31,296,35,55,40,50,50,90,80,70,70,90,100,70,31,0
4344,781,664,49,66,70,44,55,51,35,55,40,45,40,60,664,1
4345,502,520,40,50,90,30,55,65,85,50,95,120,115,80,520,1
4346,627,127,74,108,133,83,65,32,55,65,95,95,45,85,127,1
4347,96,800,80,80,50,40,50,25,80,110,120,130,90,70,800,1
4348,554,244,100,100,100,100,100,100,45,55,45,65,45,75,554,0
4349,121,792,105,130,120,45,45,40,85,70,80,97,80,123,792,1
4350,521,621,86,76,86,116,56,95,50,75,70,35,70,48,521,0
4351,774,368,50,50,150,50,150,50,73,115,60,60,60,90,368,1
4352,228,301,65,95,75,55,55,85,60,85,60,50,50,125,301,1
4353,424,387,100,150,140,100,90,90,64,115,65,83,63,65,424,0
4354,235,52,60,80,50,50,50,40,35,70,55,45,55,25,235,0
4355,75,287,90,130,80,65,85,55,38,30,41,30,41,60,287,1
4356,728,47,38,36,38,32,36,57,40,45,35,30,40,55,728,0
4357,647,412,60,60,50,40,50,75,60,75,100,55,80,50,647,0
4358,519,187,75,95,67,125,95,83,20,40,15,35,35,60,519,0
4359,82,692,55,95,115,45,45,35,110,65,105,55,95,80,692,1
4360,439,776,53,51,53,61,56,40,68,75,53,83,113,60,776,1
4361,76,678,50,75,35,70,30,40,50,40,85,40,65,25,76,0
4362,793,425,126,131,95,131,98,99,100,180,160,150,90,90,793,0
4363,669,40,50,30,55,65,55,20,81,102,77,85,75,85,40,1
4364,357,629,60,25,35,70,80,60,75,140,65,112,65,110,629,1
4365,301,34,60,85,60,50,50,125,75,100,110,45,55,65,301,0
4366,395,87,95,23,48,23,48,23,95,75,110,100,80,30,87,1
4367,355,626,70,120,100,145,105,20,54,78,103,53,45,22,626,1
4368,377,146,60,70,105,70,120,75,130,65,60,110,95,65,377,0
4369,493,362,68,90,65,50,55,82,80,100,80,80,80,100,362,1
4370,2,190,60,62,63,80,80,60,35,20,65,40,65,20,2,0
4371,238,493,50,50,120,80,80,30,68,90,65,50,55,82,493,1
4372,282,592,70,85,70,60,70,50,103,60,126,80,126,50,592,1
4373,213,641,95,65,110,60,130,65,110,65,75,125,85,30,213,0
4374,664,528,35,55,40,45,40,60,68,165,95,65,115,110,528,1
4375,527,185,68,125,65,65,115,80,75,38,38,56,56,67,527,0
4376,204,467,55,45,50,45,65,80,85,105,55,85,50,115,467,1
4377,700,51,91,90,129,90,72,108,75,80,85,110,90,50,700,0
4378,799,82,80,160,60,170,130,80,55,95,115,45,45,35,799,0
4379,310,570,60,40,60,40,60,35,64,88,50,88,50,106,570,1
4380,172,132,78,84,78,109,85,100,40,45,65,100,120,90,172,0
4381,466,558,55,65,35,60,30,85,65,63,45,45,45,45,466,0
4382,113,427,50,50,95,40,50,35,105,180,100,180,100,115,427,1
4383,645,392,51,65,65,80,75,59,65,50,70,95,80,65,392,1
4384,596,580,50,50,40,50,40,64,62,77,62,50,42,65,580,1
4385,404,91,55,84,105,114,75,52,52,65,55,58,62,60,91,1
4386,289,673,45,45,35,20,30,20,66,117,70,40,50,67,673,1
4387,470,231,76,48,48,57,62,34,20,10,230,10,230,5,470,0
4388,727,502,72,95,67,103,71,122,40,50,90,30,55,65,727,0
4389,58,391,40,45,35,40,40,90,99,68,83,72,87,51,58,0
4390,139,201,75,100,95,40,70,110,70,100,115,30,65,30,139,0
4391,257,385,50,95,95,35,110,70,60,90,70,60,120,40,257,0
4392,469,133,70,60,70,87,78,85,70,110,80,55,80,105,133,1
4393,489,224,100,5,5,15,65,30,75,85,200,55,65,30,224,1
4394,635,352,75,95,60,65,60,115,170,90,45,90,45,60,635,0
4395,648,300,80,100,70,60,70,95,40,55,30,30,30,85,648,0
4396,790,324,95,117,184,44,46,28,30,45,135,45,90,30,324,1
4397,792,89,85,70,80,97,80,123,25,35,70,95,55,45,792,0
4398,584,168,55,75,85,25,25,15,60,62,80,63,80,60,168,1
4399,695,170,52,65,50,45,50,38,39,52,43,60,50,65,170,1
4400,641,679,110,65,75,125,85,30,80,70,40,100,60,145,679,1
4401,300,62,40,55,30,30,30,85,40,80,35,35,45,70,300,0
4402,664,494,35,55,40,45,40,60,108,130,95,80,85,102,494,1
4403,298,563,70,70,40,60,40,60,95,100,85,108,70,70,563,1
4404,17,573,40,35,30,20,20,50,50,53,48,53,48,64,573,1
4405,379,51,86,81,97,81,107,43,75,80,85,110,90,50,51,1
4406,606,770,60,100,89,55,69,112,123,77,72,99,92,58,606,0
4407,570,17,64,88,50,88,50,106,40,35,30,20,20,50,570,0
4408,794,307,126,131,95,131,98,99,68,85,65,165,135,100,307,1
4409,452,9,40,30,35,50,70,55,78,104,78,159,115,100,9,1
4410,602,168,55,63,90,50,80,42,60,62,80,63,80,60,168,1
4411,267,339,70,84,70,65,70,51,70,75,60,105,60,105,339,1
4412,13,634,79,103,120,135,115,78,55,50,40,40,40,75,13,0
4413,53,290,60,95,80,60,80,30,50,35,55,25,25,15,53,0
4414,191,768,55,40,85,80,105,40,82,121,119,69,59,71,768,1
4415,447,35,37,25,41,25,41,25,55,47,52,40,40,41,35,1
4416,569,149,41,50,37,50,37,66,65,60,70,85,75,40,569,0
4417,507,460,49,49,56,49,61,66,60,79,105,59,85,36,507,0
4418,342,464,60,40,50,75,85,95,70,80,102,80,102,40,342,0
4419,83,679,80,120,130,55,65,45,80,70,40,100,60,145,83,0
4420,791,347,40,30,35,45,40,55,100,73,83,73,83,55,347,1
4421,251,86,90,60,60,40,40,40,90,65,65,40,40,15,251,0
4422,315,676,31,45,90,30,30,40,95,110,80,70,80,50,676,1
4423,361,487,50,70,50,50,50,70,50,80,95,10,45,10,361,0
4424,225,779,75,125,230,55,95,30,43,70,48,50,60,38,779,1
4425,301,794,60,85,60,50,50,125,126,131,95,131,98,99,301,0
4426,558,45,65,63,45,45,45,45,115,45,20,45,25,20,558,0
4427,49,147,45,50,55,75,65,30,65,65,60,110,95,130,147,1
4428,338,730,40,45,40,65,40,65,45,50,43,40,38,62,338,0
4429,217,336,48,72,48,72,48,48,60,60,75,60,75,80,336,1
4430,653,494,114,85,70,85,80,30,108,130,95,80,85,102,494,1
4431,41,696,70,45,48,60,65,35,72,85,70,65,70,58,696,1
4432,670,275,60,40,60,95,60,55,70,85,65,105,85,120,275,1
4433,458,84,40,29,45,29,45,36,50,85,55,65,65,90,84,1
4434,555,559,45,45,55,45,55,63,90,93,55,70,55,55,555,0
4435,307,25,68,85,65,165,135,100,30,56,35,25,35,72,307,0
4436,519,657,75,95,67,125,95,83,50,47,50,57,50,65,519,0
4437,431,268,50,70,160,70,160,90,100,134,110,95,100,61,431,0
4438,727,482,72,95,67,103,71,122,45,30,50,65,50,45,727,0
4439,641,192,110,65,75,125,85,30,40,50,45,70,45,70,192,1
4440,190,257,35,20,65,40,65,20,50,95,95,35,110,70,257,1
4441,532,619,50,50,77,95,77,91,50,65,85,35,35,55,532,0
4442,199,21,70,20,50,20,50,40,40,45,40,35,35,56,21,1
4443,795,438,108,100,121,81,95,95,76,104,71,104,71,108,438,1
4444,690,53,100,123,75,57,75,80,60,95,80,60,80,30,690,0
4445,306,301,68,65,65,125,115,80,60,85,60,50,50,125,301,1
4446,292,534,50,35,55,25,25,15,50,65,107,105,107,86,534,1
4447,52,630,35,70,55,45,55,25,50,50,62,40,62,65,630,1
4448,558,292,65,63,45,45,45,45,50,35,55,25,25,15,558,0
4449,577,342,76,25,45,67,55,24,60,40,50,75,85,95,342,1
4450,725,47,41,56,40,62,44,71,40,45,35,30,40,55,725,0
4451,718,531,71,120,95,120,95,99,70,80,70,80,70,110,531,1
4452,13,695,79,103,120,135,115,78,52,65,50,45,50,38,13,0
4453,304,321,28,25,25,45,35,40,72,60,30,20,30,25,304,0
4454,480,259,49,55,42,42,37,85,45,63,37,65,55,95,259,1
4455,227,627,90,120,75,60,60,45,74,108,133,83,65,32,227,0
4456,223,714,65,75,105,35,65,85,91,72,90,129,90,108,714,1
4457,282,324,70,85,70,60,70,50,30,45,135,45,90,30,282,0
4458,135,130,65,83,57,95,85,105,30,45,55,70,55,85,135,0
4459,190,142,35,20,65,40,65,20,95,155,109,70,130,81,142,1
4460,130,394,30,45,55,70,55,85,65,150,60,115,60,115,394,1
4461,157,727,90,85,100,95,125,85,72,95,67,103,71,122,727,1
4462,198,421,75,80,95,90,100,50,80,130,100,160,120,110,421,1
4463,272,361,100,100,100,100,100,100,50,70,50,50,50,70,272,0
4464,73,553,70,80,50,35,35,35,120,120,120,120,120,120,553,1
4465,228,533,65,95,75,55,55,85,50,65,107,105,107,86,533,1
4466,584,679,55,75,85,25,25,15,80,70,40,100,60,145,679,1
4467,129,50,80,92,65,65,80,68,60,65,70,85,75,40,129,0
4468,9,148,78,104,78,159,115,100,65,130,60,95,110,65,9,0
4469,305,451,38,35,35,65,55,50,80,120,79,95,79,70,451,1
4470,190,742,35,20,65,40,65,20,123,100,62,97,81,68,742,1
4471,637,193,60,45,70,75,85,55,65,75,70,95,70,95,193,1
4472,93,15,60,110,70,60,60,100,50,20,55,25,25,30,93,0
4473,740,347,78,65,68,112,154,75,100,73,83,73,83,55,740,0
4474,282,604,70,85,70,60,70,50,30,45,59,30,39,57,604,1
4475,134,688,65,50,35,115,95,95,95,110,95,40,95,55,134,0
4476,203,512,35,35,40,35,55,50,90,132,105,132,105,30,512,1
4477,72,126,55,50,65,175,95,150,30,40,70,70,25,60,72,0
4478,278,726,60,85,60,85,60,55,54,63,52,83,56,97,726,1
4479,656,333,165,75,80,40,45,65,70,110,180,60,60,50,656,0
4480,28,157,65,90,65,61,61,100,90,85,100,95,125,85,28,0
4481,329,197,50,85,85,55,55,50,90,95,105,165,110,45,329,0
4482,589,42,60,85,40,30,45,68,95,70,73,95,90,60,589,0
4483,320,353,104,91,63,91,73,68,60,60,40,65,45,35,320,0
4484,104,725,35,45,160,30,45,70,41,56,40,62,44,71,725,1
4485,347,535,100,73,83,73,83,55,50,65,107,105,107,86,535,1
4486,268,673,100,134,110,95,100,61,66,117,70,40,50,67,673,1
4487,38,576,46,57,40,40,40,50,75,98,63,98,63,101,576,1
4488,293,641,60,50,70,50,90,65,110,65,75,125,85,30,293,0
4489,773,223,67,58,57,81,67,101,65,75,105,35,65,85,223,1
4490,691,372,70,55,75,45,65,60,50,48,43,46,41,60,372,1
4491,188,61,50,25,28,45,55,15,80,82,78,95,80,85,61,1
4492,412,737,60,75,100,55,80,50,86,68,72,109,66,106,737,1
4493,720,640,61,78,95,56,58,57,65,40,50,125,60,30,720,0
4494,633,225,60,105,60,120,60,105,75,125,230,55,95,30,633,0
4495,501,723,108,112,118,68,72,47,59,59,58,90,70,73,723,1
4496,786,787,55,85,122,58,75,99,75,95,122,58,75,69,786,0
4497,394,427,65,150,60,115,60,115,105,180,100,180,100,115,427,1
4498,798,214,80,110,60,150,130,70,60,85,42,85,42,91,214,1
4499,347,4,100,73,83,73,83,55,80,100,123,122,120,80,4,1
4500,71,381,55,50,45,135,95,120,75,125,100,70,80,45,381,1
4501,57,730,35,80,50,50,70,120,45,50,43,40,38,62,57,0
4502,449,344,45,65,34,40,34,45,65,47,55,73,75,85,344,1
4503,157,796,90,85,100,95,125,85,50,100,150,100,150,50,157,0
4504,637,798,60,45,70,75,85,55,80,110,60,150,130,70,798,1
4505,244,653,45,55,45,65,45,75,114,85,70,85,80,30,244,0
4506,624,98,38,30,85,55,65,30,30,65,100,45,25,40,98,1
4507,366,94,75,70,90,70,105,80,65,45,55,45,70,45,366,0
4508,652,202,69,55,45,55,55,15,90,75,75,90,100,70,202,1
4509,152,371,30,80,90,55,45,55,70,95,85,55,65,70,371,1
4510,700,602,91,90,129,90,72,108,55,63,90,50,80,42,700,0
4511,499,490,70,145,88,140,70,112,76,65,45,92,42,91,499,0
4512,505,435,83,106,65,86,65,85,95,109,105,75,85,56,505,0
4513,415,776,80,100,200,50,100,50,68,75,53,83,113,60,776,1
4514,150,635,35,40,100,90,55,35,75,95,60,65,60,115,635,1
4515,462,345,70,94,50,94,50,66,50,60,45,100,80,65,462,0
4516,468,525,45,35,45,62,53,35,110,130,80,70,60,80,525,1
4517,689,265,70,83,50,37,50,60,100,75,115,90,115,85,265,1
4518,120,116,80,85,95,30,30,25,50,105,79,35,110,76,116,1
4519,410,304,95,145,130,120,90,120,28,25,25,45,35,40,410,0
4520,263,374,90,85,75,115,100,115,43,80,65,50,35,35,263,0
4521,682,617,65,125,60,95,60,105,105,30,105,140,105,55,682,0
4522,285,692,35,55,35,30,30,35,110,65,105,55,95,80,692,1
4523,750,276,59,110,150,45,49,35,70,110,75,145,85,145,276,1
4524,405,57,100,90,130,45,65,55,35,80,50,50,70,120,405,0
4525,771,455,95,65,65,110,130,60,97,165,60,65,50,58,771,0
4526,91,560,52,65,55,58,62,60,110,123,65,100,65,65,560,1
4527,569,112,41,50,37,50,37,66,95,95,85,125,65,55,569,0
4528,486,392,67,89,116,79,116,33,65,50,70,95,80,65,392,1
4529,432,761,50,95,90,95,90,180,50,60,60,60,60,30,432,0
4530,399,110,70,40,50,55,50,25,60,50,70,80,80,140,110,1
4531,161,213,61,84,65,70,70,70,95,65,110,60,130,65,161,0
4532,757,211,53,54,53,37,46,45,95,85,85,65,65,35,757,0
4533,214,620,60,85,42,85,42,91,70,95,125,65,75,45,620,1
4534,40,93,81,102,77,85,75,85,60,110,70,60,60,100,93,1
4535,202,717,90,75,75,90,100,70,100,128,90,77,77,128,717,1
4536,72,105,55,50,65,175,95,150,60,48,45,43,90,42,72,0
4537,54,785,60,55,50,40,55,45,65,90,122,58,75,84,785,1
4538,664,133,35,55,40,45,40,60,70,110,80,55,80,105,133,1
4539,313,141,80,80,80,55,55,90,95,125,79,60,100,81,313,0
4540,73,202,70,80,50,35,35,35,90,75,75,90,100,70,202,1
4541,559,201,90,93,55,70,55,55,70,100,115,30,65,30,559,0
4542,228,646,65,95,75,55,55,85,71,95,85,110,95,79,228,0
4543,72,193,55,50,65,175,95,150,65,75,70,95,70,95,72,0
4544,102,382,60,65,60,130,75,110,20,15,20,10,55,80,102,0
4545,304,81,28,25,25,45,35,40,40,80,100,30,30,20,81,1
4546,510,309,60,62,50,62,60,40,70,60,62,80,82,60,309,1
4547,742,684,123,100,62,97,81,68,59,74,50,35,50,35,684,1
4548,678,572,50,40,85,40,65,25,75,98,63,98,63,101,572,1
4549,527,403,68,125,65,65,115,80,55,104,105,94,75,52,527,0
4550,192,392,40,50,45,70,45,70,65,50,70,95,80,65,192,0
4551,250,732,75,95,95,95,95,85,78,81,71,74,69,126,732,1
4552,664,540,35,55,40,45,40,60,75,125,70,125,70,115,540,1
4553,39,401,61,72,57,55,55,65,110,80,90,95,90,65,401,1
4554,412,157,60,75,100,55,80,50,90,85,100,95,125,85,157,1
4555,194,214,55,40,40,65,45,35,60,85,42,85,42,91,214,1
4556,529,187,60,55,145,75,150,40,20,40,15,35,35,60,187,1
4557,327,560,50,75,75,65,65,50,110,123,65,100,65,65,327,0
4558,112,331,95,95,85,125,65,55,50,70,100,40,40,30,112,0
4559,187,189,20,40,15,35,35,60,90,30,15,40,20,15,187,0
4560,365,526,45,40,60,40,75,50,85,80,70,135,75,90,526,1
4561,315,580,31,45,90,30,30,40,62,77,62,50,42,65,580,1
4562,143,153,130,85,80,85,95,60,60,115,105,65,70,80,153,1
4563,736,191,62,50,58,73,54,72,55,40,85,80,105,40,736,0
4564,429,552,50,150,50,150,50,150,100,103,75,120,75,127,429,0
4565,254,146,73,95,62,85,65,85,130,65,60,110,95,65,254,0
4566,418,137,80,80,90,110,130,110,65,125,100,55,70,85,418,0
4567,747,423,74,48,76,83,81,104,100,150,90,180,160,90,747,0
4568,115,343,50,120,53,35,110,87,65,73,55,47,75,85,115,0
4569,611,757,70,92,65,80,55,98,53,54,53,37,46,45,611,0
4570,277,324,45,60,40,70,50,45,30,45,135,45,90,30,277,0
4571,260,195,45,75,37,70,55,83,70,55,55,80,60,45,260,0
4572,37,354,90,92,87,75,85,76,70,100,70,105,75,40,37,0
4573,198,296,75,80,95,90,100,50,80,70,70,90,100,70,296,1
4574,348,494,45,90,20,65,20,65,108,130,95,80,85,102,494,1
4575,152,263,30,80,90,55,45,55,90,85,75,115,100,115,263,1
4576,346,341,70,43,53,43,53,40,60,50,40,85,75,95,341,1
4577,438,615,76,104,71,104,71,108,70,90,45,15,45,50,438,0
4578,724,564,75,69,72,114,100,104,45,55,39,35,39,42,724,0
4579,61,783,80,82,78,95,80,85,54,66,70,44,55,46,61,0
4580,380,399,45,95,50,40,50,75,70,40,50,55,50,25,380,0
4581,787,739,75,95,122,58,75,69,54,45,47,75,98,52,787,0
4582,378,3,66,41,77,61,87,23,80,82,83,100,100,80,3,1
4583,401,135,110,80,90,95,90,65,65,83,57,95,85,105,135,1
4584,287,724,38,30,41,30,41,60,75,69,72,114,100,104,724,1
4585,108,203,55,130,115,50,50,75,35,35,40,35,55,50,108,0
4586,668,110,75,75,75,125,95,40,60,50,70,80,80,140,110,1
4587,674,239,76,147,90,60,70,97,50,50,40,30,30,50,674,0
4588,49,377,45,50,55,75,65,30,60,70,105,70,120,75,377,1
4589,373,650,110,78,73,76,71,60,50,75,45,40,45,60,650,1
4590,643,672,75,87,63,87,63,98,46,87,60,30,40,57,643,0
4591,709,592,89,125,90,115,80,101,103,60,126,80,126,50,709,0
4592,125,757,105,125,100,60,100,100,53,54,53,37,46,45,125,0
4593,167,199,45,49,65,49,65,45,70,20,50,20,50,40,167,0
4594,146,725,130,65,60,110,95,65,41,56,40,62,44,71,725,1
4595,163,711,106,110,90,154,90,130,125,130,90,130,90,95,163,0
4596,143,379,130,85,80,85,95,60,86,81,97,81,107,43,143,0
4597,435,599,95,109,105,75,85,56,120,100,85,30,85,45,435,0
4598,110,674,60,50,70,80,80,140,76,147,90,60,70,97,110,0
4599,445,18,59,45,40,35,40,31,45,25,50,25,25,35,18,1
4600,654,189,55,40,50,65,85,40,90,30,15,40,20,15,654,0
4601,406,83,43,30,55,40,65,97,80,120,130,55,65,45,83,1
4602,704,527,79,100,80,110,90,121,68,125,65,65,115,80,704,0
4603,439,622,53,51,53,61,56,40,65,90,115,45,115,58,622,1
4604,55,625,70,65,60,90,75,90,58,50,145,95,105,30,55,0
4605,124,532,105,95,80,40,80,90,50,50,77,95,77,91,532,1
4606,129,20,80,92,65,65,80,68,65,150,40,15,80,145,20,1
4607,272,729,100,100,100,100,100,100,85,56,77,50,77,78,272,0
4608,22,701,63,60,55,50,50,71,91,129,90,72,90,108,701,1
4609,711,240,125,130,90,130,90,95,100,100,80,60,60,50,711,0
4610,330,349,50,105,125,55,95,50,70,120,40,95,40,95,349,1
4611,478,537,60,60,60,105,105,105,50,65,107,105,107,86,478,0
4612,202,85,90,75,75,90,100,70,65,100,70,80,80,105,85,1
4613,621,688,50,75,70,35,70,48,95,110,95,40,95,55,688,1
4614,179,595,100,50,50,76,96,70,105,140,95,55,65,45,179,0
4615,186,579,125,58,58,76,76,67,50,55,50,36,30,43,186,0
4616,672,214,46,87,60,30,40,57,60,85,42,85,42,91,214,1
4617,559,636,90,93,55,70,55,55,45,30,50,55,65,45,559,0
4618,694,165,58,109,112,48,48,109,106,150,70,194,120,140,165,1
4619,348,223,45,90,20,65,20,65,65,75,105,35,65,85,223,1
4620,333,477,70,110,180,60,60,50,65,136,94,54,96,135,477,1
4621,329,609,50,85,85,55,55,50,45,35,50,70,50,30,329,0
4622,724,487,75,69,72,114,100,104,50,80,95,10,45,10,487,1
4623,557,97,75,75,95,75,95,113,105,105,75,65,100,50,97,1
4624,81,278,40,80,100,30,30,20,60,85,60,85,60,55,278,1
4625,543,314,91,90,106,130,106,77,150,160,100,95,65,100,314,1
4626,101,632,45,50,45,115,55,95,40,65,40,80,40,65,101,0
4627,325,624,50,45,45,35,35,50,38,30,85,55,65,30,624,1
4628,594,407,85,105,85,40,50,40,45,75,60,40,30,50,407,1
4629,666,751,85,115,80,105,80,50,60,150,50,150,50,60,751,1
4630,661,470,40,55,70,45,60,30,76,48,48,57,62,34,470,1
4631,567,360,65,80,65,35,65,60,45,100,45,45,45,10,567,0
4632,397,520,80,80,80,80,80,80,85,50,95,120,115,80,520,1
4633,344,104,65,47,55,73,75,85,35,45,160,30,45,70,344,0
4634,688,394,95,110,95,40,95,55,65,150,60,115,60,115,394,1
4635,326,559,70,65,65,55,55,70,90,93,55,70,55,55,326,0
4636,131,590,60,75,85,100,85,115,110,135,60,50,65,88,131,0
4637,498,654,70,110,70,115,70,90,55,40,50,65,85,40,498,0
4638,599,682,120,100,85,30,85,45,65,125,60,95,60,105,682,1
4639,488,432,20,25,45,70,90,60,50,95,90,95,90,180,432,1
4640,251,89,90,60,60,40,40,40,25,35,70,95,55,45,89,1
4641,235,576,60,80,50,50,50,40,75,98,63,98,63,101,576,1
4642,9,483,78,104,78,159,115,100,63,63,47,41,41,74,9,0
4643,506,679,74,100,72,90,72,46,80,70,40,100,60,145,679,1
4644,345,568,50,60,45,100,80,65,85,110,90,45,90,80,568,1
4645,232,591,80,125,75,40,95,85,103,60,86,60,86,50,232,0
4646,386,504,44,75,35,63,33,45,48,61,40,61,40,50,504,1
4647,340,274,70,75,80,135,80,135,50,65,45,85,65,95,340,0
4648,510,307,60,62,50,62,60,40,68,85,65,165,135,100,307,1
4649,238,249,50,50,120,80,80,30,75,90,90,140,90,115,249,1
4650,105,587,60,48,45,43,90,42,55,45,43,55,43,72,587,1
4651,702,704,91,90,72,90,129,108,79,100,80,110,90,121,704,1
4652,324,400,30,45,135,45,90,30,90,60,70,75,70,45,400,1
4653,674,719,76,147,90,60,70,97,56,61,65,48,45,38,674,0
4654,427,208,105,180,100,180,100,115,75,75,55,105,85,30,427,0
4655,729,589,85,56,77,50,77,78,60,85,40,30,45,68,729,0
4656,585,261,70,105,105,50,40,20,95,80,105,40,70,100,585,0
4657,9,423,78,104,78,159,115,100,100,150,90,180,160,90,9,0
4658,691,493,70,55,75,45,65,60,68,90,65,50,55,82,691,0
4659,231,156,20,10,230,10,230,5,160,110,65,65,110,30,156,1
4660,179,390,100,50,50,76,96,70,40,70,130,60,130,25,390,1
4661,713,123,125,120,90,170,100,95,65,55,115,100,40,60,713,0
4662,737,730,86,68,72,109,66,106,45,50,43,40,38,62,737,0
4663,268,723,100,134,110,95,100,61,59,59,58,90,70,73,723,1
4664,26,648,55,81,60,50,70,97,80,100,70,60,70,95,26,0
4665,339,351,70,75,60,105,60,105,130,70,35,70,35,60,339,0
4666,296,304,80,70,70,90,100,70,28,25,25,45,35,40,296,0
4667,384,731,70,70,70,70,70,70,62,73,55,56,52,84,731,1
